0,-1,354.52679443359375,242.88108825683594,127.99935913085938,230.16500854492188,0.9669286608695984
1,-1,354.52679443359375,242.88108825683594,127.99935913085938,230.16500854492188,0.9669286608695984
2,-1,354.9004821777344,243.12448120117188,126.51031494140625,229.6209716796875,0.9671096205711365
3,-1,354.8140869140625,242.8192596435547,126.76229858398438,229.95309448242188,0.9671600461006165
4,-1,355.23895263671875,242.8933868408203,126.15255737304688,229.96054077148438,0.9672058820724487
5,-1,355.122314453125,243.15505981445312,126.91104125976562,229.6360321044922,0.96715247631073
6,-1,354.989990234375,242.715576171875,126.97064208984375,229.54095458984375,0.9664283990859985
7,-1,354.3889465332031,242.93858337402344,128.63885498046875,229.65054321289062,0.9669639468193054
8,-1,355.5939025878906,243.249755859375,127.32049560546875,228.94976806640625,0.9663137197494507
9,-1,355.38037109375,243.128662109375,126.92953491210938,230.634033203125,0.9669380784034729
10,-1,355.50860595703125,243.42117309570312,126.39260864257812,229.8332061767578,0.9681471586227417
11,-1,355.19049072265625,243.02392578125,126.88348388671875,230.436767578125,0.9684227705001831
12,-1,355.36822509765625,243.18568420410156,127.02145385742188,230.71762084960938,0.9678634405136108
13,-1,355.5941162109375,243.54345703125,128.47988891601562,230.8363494873047,0.9681946039199829
14,-1,356.1064147949219,243.06797790527344,126.823486328125,232.11032104492188,0.9681969285011292
15,-1,356.24334716796875,243.5399169921875,127.29232788085938,230.9512176513672,0.9678199291229248
16,-1,356.2418212890625,243.21324157714844,125.85421752929688,231.86251831054688,0.9678714871406555
17,-1,355.7830810546875,243.24478149414062,128.71328735351562,231.5140380859375,0.9668110013008118
18,-1,355.8386535644531,243.46578979492188,128.51470947265625,231.849853515625,0.9668548703193665
19,-1,355.646484375,243.34619140625,128.49734497070312,232.8690948486328,0.9674274325370789
20,-1,356.15728759765625,243.271240234375,127.94595336914062,233.64422607421875,0.9664782881736755
21,-1,356.422607421875,242.91098022460938,126.54547119140625,233.93414306640625,0.9657225608825684
22,-1,357.41534423828125,243.327392578125,124.36312866210938,233.253173828125,0.9644604921340942
23,-1,357.60491943359375,243.1217498779297,125.45721435546875,234.09951782226562,0.9624715447425842
24,-1,358.33673095703125,242.93846130371094,125.7867431640625,234.13705444335938,0.9598234295845032
25,-1,357.5653381347656,243.12973022460938,126.43670654296875,234.2509765625,0.9608517289161682
26,-1,357.378173828125,242.57791137695312,126.94668579101562,235.0453643798828,0.9606203436851501
27,-1,357.0578918457031,243.02786254882812,127.04205322265625,233.9971160888672,0.962550938129425
28,-1,356.88031005859375,243.5811767578125,128.26858520507812,235.2525177001953,0.9624993801116943
29,-1,356.5179443359375,243.5933837890625,127.99224853515625,234.56597900390625,0.96354740858078
30,-1,356.05987548828125,243.38771057128906,128.41189575195312,235.06979370117188,0.9644414782524109
31,-1,356.30340576171875,243.71115112304688,128.24774169921875,235.16546630859375,0.964491605758667
32,-1,355.38958740234375,244.46005249023438,129.02151489257812,234.80332946777344,0.9651235938072205
33,-1,356.14947509765625,244.17147827148438,128.88546752929688,234.8592529296875,0.9641042351722717
34,-1,355.924560546875,244.11709594726562,129.01119995117188,234.22412109375,0.96368408203125
